name,cuisine,overall_rating,locality,address,suburb,latitude,longitude,average_for_one,feature
ChangGo,"Korean BBQ, Korean",4.5,CBD,"70 Little La Trobe Street, CBD, Melbourne",CBD,-37.80954264,144.961783,$35.00 ,BBQ
Mahn Doo,"Korean, Asian",4.2,CBD,"365 La Trobe Street, CBD",CBD,-37.81124663,144.9585298,$40.00 ,BBQ
Maha Restaurant,Middle Eastern,4.7,CBD,"21 Bond Street, CBD, Melbourne",CBD,-37.81816682,144.9626845,$150.00 ,BBQ
Smokestak,"American, BBQ, Sandwich",2.9,CBD,"408 Little Collins Street, CBD, Melbourne",CBD,-37.81596373,144.9608864,$17.50 ,BBQ
Panda BBQ Restaurant Bar ,"Chinese, BBQ",3.6,CBD,"Level 2, 202 Bourke Street, CBD, Melbourne",CBD,-37.81288543,144.9671135,$35.00 ,BBQ
Asian BBQ House,"Asian, BBQ, Chinese",3.2,CBD,"Level 1, 295 Exhibition Street, CBD, Melbourne",CBD,-37.80895062,144.9689636,$25.00 ,BBQ
Woodo,"Korean BBQ, Korean, Asian",4.3,CBD,"179 King Street, CBD",CBD,-37.81598094,144.9554124,$45.00 ,BBQ
Meat the Challenge,"American, BBQ",3.1,"St Collins Lane, CBD","St Collins Lane, Level 2, 260 Collins Street, CBD, Melbourne","St Collins Lane, CBD",-37.8151355,144.9647257,$25.00 ,BBQ
Zen Charcoal BBQ,"Korean, Korean BBQ, Japanese BBQ, Hot Pot",4.3,South Yarra,"306 Toorak Road, South Yarra, Melbourne",South Yarra,-37.83987856,144.9977286,$40.00 ,BBQ
BBQ Brothers 10,"Korean, Korean BBQ",4.1,CBD,"589 Elizabeth Street, CBD, Melbourne",CBD,-37.80454222,144.9583829,$50.00 ,BBQ
OhGam Korean BBQ Buffet,"Korean BBQ, Korean",3.5,CBD,"Shop 1, 139 Lonsdale Street, CBD, Melbourne",CBD,-37.81065542,144.9682347,$40.00 ,BBQ
Hallah,"Korean BBQ, Korean",4.1,North Melbourne,"268 Victoria Street, North Melbourne, Melbourne",North Melbourne,-37.80593295,144.9575172,$30.00 ,BBQ
SamSam,Korean,4,CBD,"209 Swanston Street, CBD, Melbourne",CBD,-37.81288543,144.9652101,$30.00 ,BBQ
B'cos,"Brazilian, Salad",4.2,CBD,"4 Equitable Place, CBD, Melbourne",CBD,-37.8155463,144.9630148,$22.50 ,BBQ
Soolzip Korean BBQ,"Korean BBQ, Korean",4.1,West Melbourne,"179-181 Victoria Street, West Melbourne, Melbourne",West Melbourne,-37.80596501,144.9555783,$35.00 ,BBQ
Seorae Galmaegi,"Korean, Korean BBQ",3.9,"QV Centre, CBD","QV Centre, Level 2, 26-28 Artemis Lane, CBD, Melbourne","QV Centre, CBD",-37.81058019,144.9661995,$40.00 ,BBQ
Rooftop Bar and Cinema,Bar Food,4.5,Curtin House,"Curtin House, Rooftop, 252 Swanston Street, CBD, Melbourne",Curtin House,-37.81202538,144.9652678,$30.00 ,Outdoor
Arbory Bar and Eatery,Modern Australian,4.3,CBD,"Flinders Walk, Flinders Street, CBD, Melbourne",CBD,-37.81917062,144.9659276,$45.00 ,Outdoor
The Moat,Italian,4.5,CBD,"Basement, 176 Little Lonsdale Street, CBD, Melbourne",CBD,-37.81026286,144.9652578,$50.00 ,Outdoor
Campari House,"Italian, Bar Food",3.9,CBD,"25 Hardware Lane, CBD, Melbourne",CBD,-37.81402544,144.9614376,$55.00 ,Outdoor
Siglo,"Bar Food, Modern Australian",4.3,CBD,"Level 2, 161 Spring Street, CBD, Melbourne",CBD,-37.81092825,144.9726493,$40.00 ,Outdoor
City Wine Shop,European,4.6,CBD,"159 Spring Street, CBD, Melbourne",CBD,-37.81092878,144.9727197,$40.00 ,Outdoor
Loop Roof,"Contemporary, Bar Food",3.8,CBD,"Level 3, 23 Meyers Place, CBD, Melbourne",CBD,-37.81217556,144.9722479,$40.00 ,Outdoor
Asian Beer Cafe,Bar Food,3.6,"Melbourne Central, CBD","Melbourne Central, Level 3, Corner of Swanston Street and La Trobe Street, CBD, Melbourne","Melbourne Central, CBD",-37.81023108,144.9632883,$40.00 ,Outdoor
Fatto Bar & Cantina,"Italian, Pizza, Bar Food",4,Southbank,"Hamer Hall, River Terrace, 100 St Kilda Road, Southbank, Melbourne",Southbank,-37.81996993,144.9681136,$45.00 ,Outdoor
The Rooftop at QT,Bar Food,3.9,QT Hotel,"QT Hotel, Level 11, 133 Russell Street, CBD, Melbourne",QT Hotel,-37.81336246,144.968121,$40.00 ,Outdoor
Riverland,"Modern Australian, Bar Food",4,"Federation Square, CBD","Vaults 1-9, Federation Wharf, Federation Square, Corner Swanston Street and Flinders Street, CBD, Melbourne","Federation Square, CBD",-37.81879055,144.9687839,$40.00 ,Outdoor
Dodee Paidang,Thai,4.6,CBD,"Basement, 353 Equitable Place, CBD, Melbourne",CBD,-37.81575952,144.9631257,$37.50 ,Outdoor
The Emerald Peacock,Bar Food,4,CBD,"233 Lonsdale Street, CBD, Melbourne",CBD,-37.81144079,144.9656249,$40.00 ,Outdoor
The Imperial Hotel,"Pizza, Pub Food",3.9,CBD,"2-8 Bourke Street, CBD, Melbourne",CBD,-37.81134994,144.9728722,$50.00 ,Outdoor
Miznon,"Israeli, Mediterranean, Middle Eastern",4.5,CBD,"59 Hardware Lane, CBD, Melbourne",CBD,-37.81345464,144.9611097,$30.00 ,Outdoor
The Boatbuilders Yard,"Bar Food, Modern Australian",3.9,South Wharf,"23 South Wharf Promenade, South Wharf, Melbourne",South Wharf,-37.82417349,144.953169,$30.00 ,Outdoor
Whitehart,Bar Food,3.7,CBD,"22 Whitehart Lane, CBD, Melbourne",CBD,-37.81295456,144.9619472,$40.00 ,Outdoor
Beer DeLuxe,"Bar Food, Pizza, Burger",3.6,"Federation Square, CBD","Federation Square, The Atrium, Corner Swanston Street and Flinders Street, CBD, Melbourne","Federation Square, CBD",-37.81765936,144.9695479,$40.00 ,Outdoor
The Red Hummingbird,Modern Australian,3.7,CBD,"Level 1, 246 Russell Street, CBD, Melbourne",CBD,-37.81054364,144.9671853,$35.00 ,Outdoor
CJ Lunch Bar,"Korean, Asian, Hot Pot",4.5,CBD,"Shop 2/391 Little Lonsdale Street, CBD, Melbourne",CBD,-37.81184235,144.9603728,$20.00 ,Outdoor
Cookie,Thai,4.4,Curtin House,"Curtin House, Level 1, 252 Swanston Street, CBD, Melbourne",Curtin House,-37.81204683,144.965183,$50.00 ,Outdoor
San Telmo,Steak,4.6,CBD,"14 Meyers Place, CBD, Melbourne",CBD,-37.81229608,144.9723887,$60.00 ,Outdoor
Darac Grill & Bar,"Korean, Asian",4.4,CBD,"51 A'Beckett Street, CBD, Melbourne",CBD,-37.80897631,144.9620451,$30.00 ,Outdoor
Cumulus Inc.,"Modern European, Contemporary",4.7,CBD,"Ground Level, 45 Flinders Lane, CBD, Melbourne",CBD,-37.81479435,144.9731357,$75.00 ,Outdoor
The Duke of Wellington,"Modern Australian, Bar Food",3,CBD,"146 Flinders Street, CBD, Melbourne",CBD,-37.81654987,144.970015,$50.00 ,Outdoor
Saint & Rogue,"Pub Food, Modern Australian",4.1,CBD,"582 Little Collins Street, CBD, Melbourne",CBD,-37.81752587,144.9553856,$45.00 ,Outdoor
Chuckle Park Bar,Bar Food,4.4,CBD,"322 Little Collins Street, CBD, Melbourne",CBD,-37.81508305,144.9640581,$25.00 ,Outdoor
Namsan (Goodovening),"Korean, Fried Chicken",4.3,CBD,"Lower Shop 3, 200 Queen Street, CBD, Melbourne",CBD,-37.81378758,144.9607587,$25.00 ,Outdoor
Stalactites Greek Restaurant,Greek,4.2,CBD,"177-183 Lonsdale Street, CBD, Melbourne",CBD,-37.81098202,144.9670676,$37.50 ,Outdoor
Transit Rooftop Bar,Bar Food,3.7,"Federation Square, CBD","Federation Square, Transport Hotel, Level 2, Corner Swanston Street and Flinders Street, CBD, Melbourne","Federation Square, CBD",-37.81837209,144.9686628,$40.00 ,Outdoor
Punch Lane,"Mediterranean, Modern Australian",4.8,CBD,"43 Little Bourke Street, CBD, Melbourne",CBD,-37.8108117,144.9713501,$75.00 ,Outdoor
Hopscotch,"Modern Australian, Bar Food",3.5,Southbank,"Shop 1, 4 Riverside Quay, Southbank, Melbourne",Southbank,-37.82073057,144.9635277,$40.00 ,Outdoor
OK Chicken (Warra Warra Kitchen),"Fried Chicken, Korean, Asian",4.5,CBD,"Rainbow Alley, CBD, Melbourne",CBD,-37.81410039,144.9665167,$35.00 ,Outdoor
Lane's Edge,"Mediterranean, Modern Australian",4.1,CBD,"39 Bourke Street, CBD, Melbourne",CBD,-37.8118781,144.9721095,$25.00 ,Outdoor
MoVida Aqui,"Spanish, Tapas",4.5,The Court,"The Court, Level 1, 500 Bourke Street, CBD, Melbourne",The Court,-37.81474641,144.958635,$52.50 ,Outdoor
Hochi Mama,"Fusion, Vietnamese, Asian",4.3,CBD,"11 Liverpool Street, CBD, Melbourne",CBD,-37.81138967,144.9714369,$37.50 ,Outdoor
Jang Gun,"Korean, Hot Pot",4.4,CBD,"3/21 Healeys Lane, CBD",CBD,-37.81356138,144.9558774,$32.50 ,Outdoor
DOC Pizza & Mozzarella Bar - Carlton,"Italian, Pizza",4.6,Carlton,"295 Drummond Street, Carlton, Melbourne",Carlton,-37.79896208,144.968573,$35.00 ,Outdoor
Good Heavens,Bar Food,3.4,CBD,"Level 2, 79 Bourke Street, CBD, Melbourne",CBD,-37.81212365,144.9711043,$35.00 ,Outdoor
Soho Melbourne,"Italian, Pizza, Bar Food",3.2,Southbank,"Shop 2, 4 Southbank Boulevard, Southbank, Melbourne",Southbank,-37.82080447,144.9632615,$45.00 ,Outdoor
Tazio,"Italian, Pizza",4.4,CBD,"91 Flinders Lane, CBD, Melbourne",CBD,-37.81530316,144.9711801,$45.00 ,Outdoor
Meatball & Wine Bar,Italian,4.3,CBD,"135 Flinders Lane, CBD, Melbourne",CBD,-37.8156586,144.9700639,$40.00 ,Outdoor
Mr. Nice Guy,"Thai, Asian, Fusion",4.3,CBD,"10 Healeys Lane, CBD, Melbourne",CBD,-37.81342895,144.9558191,$25.00 ,Outdoor
Touche Hombre,"Latin American, Mexican",4,CBD,"233 Lonsdale Street, CBD, Melbourne",CBD,-37.81146198,144.9654589,$45.00 ,Outdoor
11 Inch Pizza,Pizza,4.5,CBD,"353-359 Littte Collins Street, CBD, Melbourne, Equitable Place, CBD, Melbourne",CBD,-37.81567423,144.9630744,$25.00 ,Outdoor
Father's Office,"American, Burger",4.1,"QV Centre, CBD","QV Centre, 249 Little Lonsdale Street, CBD, Melbourne","QV Centre, CBD",-37.8105402,144.9647233,$55.00 ,Outdoor
Pilgrim,"Modern Australian, Bar Food",3.6,"Federation Square, CBD","Vaults 15-19, Federation Wharf, Federation Square, CBD, Melbourne","Federation Square, CBD",-37.81874871,144.969387,$40.00 ,Outdoor
Boilermaker House,"Bar Food, American",4.4,CBD,"209-211 Lonsdale Street, CBD, Melbourne",CBD,-37.81126306,144.9662022,$40.00 ,Outdoor
Gingerboy,Asian,4.4,CBD,"27-29 Crossley Street, CBD, Melbourne",CBD,-37.81126279,144.9710057,$65.00 ,Asian
Gami,"Korean, Asian, Fried Chicken",4.4,CBD,"100 Little Lonsdale Street, CBD, Melbourne",CBD,-37.80923034,144.9687701,$30.00 ,Asian
Lucy Liu Kitchen and Bar,Asian,4.4,CBD,"23 Oliver Lane, CBDMelbourne 3000",CBD,-37.81600134,144.9700495,$75.00 ,Asian
Laksa Bar,"Asian, Malaysian",4.1,CBD,"108 Little Lonsdale Street, CBD, Melbourne",CBD,-37.80928888,144.9685679,$30.00 ,Asian
Magic Mountain Saloon,"Asian, Fusion",4.4,CBD,"62 Little Collins Street, CBD, Melbourne",CBD,-37.81288887,144.9715113,$50.00 ,Asian
Oppa Kitchen,"Korean, Asian, Fried Chicken",4,CBD,"271 Swanston Street, CBD, Melbourne",CBD,-37.81185003,144.9647843,$25.00 ,Asian
Sunda,"Vietnamese, Indonesian, Malaysian, Asian",4.3,CBD,"18 Punch Lane, CBD, Melbourne",CBD,-37.81050232,144.9710366,$75.00 ,Asian
Seamstress Dining Room,Asian,4.4,CBD,"Level 1, 113 Lonsdale Street, CBD, Melbourne",CBD,-37.81047901,144.9690383,$65.00 ,Asian
@t Ease - Easy Thai,"Asian, Thai",4.1,CBD,"195 Lonsdale Street, CBD, Melbourne",CBD,-37.81114333,144.966615,$25.00 ,Asian
Hawker Boys,"Asian, Vietnamese",4,CBD,"85 Hardware Lane, CBD, Melbourne",CBD,-37.81295456,144.9608613,$20.00 ,Asian
@Siam Thai Restaurant,"Thai, Asian",4,CBD,"165A Bourke Street, CBD, Melbourne",CBD,-37.81277233,144.9686357,$30.00 ,Asian
Dosirock,"Asian, Korean",4.2,CBD,"Shop 1, 280 King Street, CBD",CBD,-37.81343848,144.9547063,$40.00 ,Asian
Gami,"Korean, Asian, Fried Chicken",4.4,CBD,"Shop G, 535 Little Lonsdale Street, CBD",CBD,-37.81349199,144.9558486,$30.00 ,Asian
Chimac,"Korean, Asian, Korean BBQ, Fried Chicken",4.4,West Melbourne,"Shop 1/39-47 Peel Street, West Melbourne, Melbourne",West Melbourne,-37.80721744,144.9555257,$35.00 ,Asian
Dainty Sichuan - Tina's Noodle Kitchen,Asian,3.6,CBD,"237 Swanston Street, CBD, Melbourne",CBD,-37.812406,144.9650174,$25.00 ,Asian
GJ's Grill,"Asian, Filipino",4.2,CBD,"Shop 2, 243 Franklin Street, CBD, Melbourne",CBD,-37.80979561,144.9568222,$20.00 ,Asian
YOI,"Asian, Indonesian",4.1,CBD,"1/155 Franklin Street, CBD, Melbourne",CBD,-37.8088195,144.9593857,$17.50 ,Asian
Bangkok Jam,"Thai, Asian",4.1,CBD,"107 Little Bourke Street, CBD, Melbourne",CBD,-37.81139629,144.969274,$47.50 ,Asian
Captain Melville,"Modern Australian, Fusion, Asian",4.3,CBD,"34 Franklin Street, CBD, Melbourne",CBD,-37.80767252,144.9616817,$40.00 ,Asian
Goldilocks Bar,"Asian, Bar Food",3.8,CBD,"Level 4, 264 Swanston Street, CBD, Melbourne",CBD,-37.81185427,144.9650972,$40.00 ,Asian
Rice Paper Vietnamese Restaurant,"Asian, Vietnamese",3.8,CBD,"245 Swanston Street, CBD, Melbourne",CBD,-37.81227383,144.96496,$32.50 ,Asian
Seven Star Pocha,"Korean, Asian",3.6,CBD,"8 Healeys Lane, CBD",CBD,-37.81343928,144.9558352,$35.00 ,Asian
Your Thai Rice and Noodle Bar,"Thai, Asian",3.5,CBD,"255 Swanston Street, CBD, Melbourne",CBD,-37.81214722,144.9648947,$22.50 ,Asian
Co Hanh,"Vietnamese, Asian",3.9,CBD,"348 Flinders Lane, CBD, Melbourne",CBD,-37.81772822,144.9625474,$40.00 ,Asian
New Quay Waterfront Buffet,"Asian, Seafood",3.8,"New Quay, Docklands","New Quay, 4-6 Newquay Promenade, Docklands, Melbourne","New Quay, Docklands",-37.81397696,144.9441867,$75.00 ,Asian
Dolan Uyghur Food Heaven,"Asian, Uyghur",4,CBD,"166 Little Lonsdale Street, CBD, Melbourne",CBD,-37.8097519,144.9670384,$30.00 ,Asian
Rock Sugar,"Fusion, Asian, Thai",4.2,South Yarra,"477 Malvern Road, South Yarra, Melbourne",South Yarra,-37.84791145,145.0023738,$40.00 ,Asian
Hana's Kitchen,Asian,3.8,CBD,"344 Little Bourke Street, CBD, Melbourne",CBD,-37.81334074,144.9623751,$25.00 ,Asian
Nasi Lemak House,"Malaysian, Asian",4.1,Carlton,"115 Grattan Street, Carlton, Melbourne",Carlton,-37.80070473,144.9656933,$17.50 ,Asian
Busan,"Korean, Asian, Hot Pot",3.8,CBD,"179 Queen Street, CBD, Melbourne",CBD,-37.81467436,144.9603859,$22.50 ,Asian
Killiney Kopitiam,"Asian, Singaporean, Malaysian",3.9,Carlton,"114 Lygon Street, Carlton, Melbourne",Carlton,-37.80438778,144.9664748,$25.00 ,Asian
Annam,"Asian, Vietnamese",3.8,CBD,"56 Little Bourke Street, CBD, Melbourne",CBD,-37.81086732,144.9707958,$70.00 ,Asian
Wagyu Fun,Asian,3.9,Tivoli Arcade,"Tivoli Arcade, Shop 26, 235-251 Bourke Street, CBD, Melbourne",Tivoli Arcade,-37.81390969,144.9668473,$27.50 ,Asian
Peaches,"Bar Food, Asian, American",3.4,CBD,"Level 2, 301 Swanston Street, CBD, Melbourne",CBD,-37.81112373,144.9643562,$35.00 ,Asian
Ilza Cafe,"Japanese, Coffee and Tea, Asian",4.1,Docklands,"Marvel Stadium Gate 6, 103/673 La Trobe Street, Docklands, Melbourne",Docklands,-37.81517708,144.9479609,$20.00 ,Asian
Lune Croissanterie,"Bakery, French",4.5,CBD,"Entrance on Russell Street, 161 Collins Street, CBD, Melbourne",CBD,-37.81564854,144.969276,$12.50 ,French
La Petite Creperie,French,4.4,CBD,"Corner Little Collins and Swanston Street, CBD, Melbourne",CBD,-37.8146688,144.9660698,$10.00 ,French
Philippe,French,4.3,CBD,"115 Collins Street, CBD, Melbourne",CBD,-37.81476574,144.9701146,$75.00 ,French
Bistro Guillaume,French,4.3,"Crown Melbourne, Southbank","Crown Melbourne, Ground Level, 8 Whiteman Street, Southbank, Melbourne","Crown Melbourne, Southbank",-37.82232281,144.9594263,$90.00 ,French
French Saloon Bar & Bistro,French,4,CBD,"Level 1, 46 Hardware Lane, CBD, Melbourne",CBD,-37.81359767,144.9612928,$75.00 ,French
Aix Cafe Creperie Salon,"French, Crepes, Coffee and Tea, Cafe Food",4.2,CBD,"24 Centre Place, CBD, Melbourne",CBD,-37.81643942,144.9654834,$20.00 ,French
Beneath Driver Lane,"Bar Food, French",4,CBD,"Shop 3, Driver Lane, CBD",CBD,-37.81293522,144.963049,$30.00 ,French
Chez Olivier - Le Bistro,French,4.6,South Yarra,"268 Toorak Road, South Yarra, Melbourne",South Yarra,-37.83968924,144.9962963,$75.00 ,French
Bergerac,"French, European",4.3,CBD,"555 Lonsdale Street, CBD, Melbourne",CBD,-37.81417297,144.9562117,$70.00 ,French
Bar Margaux,French,3.9,CBD,"Basement, 111, Lonsdale Street, CBD, Melbourne",CBD,-37.81048987,144.969102,$55.00 ,French
Noisette,"Cafe Food, French",4.4,Port Melbourne,"84 Bay Street, Port Melbourne, Melbourne",Port Melbourne,-37.84164142,144.9397325,$15.00 ,French
Bistro Gitan,French,4.4,South Yarra,"52 Toorak Road West, South Yarra, Melbourne",South Yarra,-37.83731785,144.9791838,$60.00 ,French
The Hardware Societe,"French, Cafe Food, Coffee and Tea",4,CBD,"The Archway, 10 Katherine Place, CBD, Melbourne",CBD,-37.8200764,144.9565728,$32.50 ,French
La Parisienne,"Bakery, French, Cafe Food",4.2,South Yarra,"15-17 Toorak Road, South Yarra, Melbourne",South Yarra,-37.83830179,144.9870232,$25.00 ,French
Paris Go,"European, French",4.2,Carlton,"116 Rathdowne Street, Carlton, Melbourne",Carlton,-37.79694969,144.97076,$60.00 ,French
Ned's Bake,"French, Bakery, Cafe Food",3.7,South Yarra,"134 Toorak Road, South Yarra, Melbourne",South Yarra,-37.83898493,144.9908138,$30.00 ,French
Ganache Chocolate,"French, Desserts, Coffee and Tea",4.3,South Yarra,"250 Toorak Road, South Yarra, Melbourne",South Yarra,-37.83956268,144.9952871,$15.00 ,French
The French Quarter - Patisserie Boulangerie,"Bakery, French",3.8,North Melbourne,"570 Queensberry Street, North Melbourne, Melbourne",North Melbourne,-37.80281847,144.9484195,$15.00 ,French
French Fix,"Coffee and Tea, French, Sandwich",3.9,CBD,"Shop 3, 221 Queen Street, CBD, Melbourne",CBD,-37.81351768,144.9598642,$15.00 ,French
La Creperie Saint-Germain,"French, Crepes",3.4,The Block Arcade,"The Block Arcade, Shop 9-10, 290 Collins Street, CBD, Melbourne",The Block Arcade,-37.81551743,144.9644142,$25.00 ,French
La Petite Creperie,"French, Desserts",3.7,"QV Centre, CBD","QV Centre, Level 2, Corner of Lonsdale Street and Swanston Street, CBD, Melbourne","QV Centre, CBD",-37.81038974,144.9657302,$10.00 ,French
Betty's Burgers & Concrete Co.,"American, Burger",4.3,CBD,"97 Elizabeth Street, CBD, Melbourne",CBD,-37.81598677,144.9638198,$20.00 ,French
Royal Stacks,"American, Burger",4.3,CBD,"470 Collins Street, CBD, Melbourne",CBD,-37.81772134,144.958454,$25.00 ,French
Stockroom567,"European, French, Italian",3.2,567 Collins Street,"567 Collins Street, CBD, Melbourne",567 Collins Street,-37.8191338,144.9555894,$30.00 ,French
Portello Rosso,"Spanish, Tapas",4.5,CBD,"15 Warburton Lane, CBD, Melbourne",CBD,-37.81378493,144.9619365,$70.00 ,Spanish
MoVida Bar De Tapas,"Spanish, Tapas",4.7,CBD,"1 Hosier Lane, CBD, Melbourne",CBD,-37.81670269,144.9691895,$60.00 ,Spanish
Bomba Downstairs,"Mediterranean, Spanish, Tapas",4.5,CBD,"103 Lonsdale Street, CBD, Melbourne",CBD,-37.81039822,144.9692036,$60.00 ,Spanish
Bar Lourinha,"Spanish, Tapas",4.6,CBD,"37 Little Collins Street, CBD, Melbourne",CBD,-37.81270399,144.9724739,$60.00 ,Spanish
MoVida Next Door,"Spanish, Tapas",4.6,CBD,"164 Flinders Street, CBD, Melbourne",CBD,-37.81680016,144.9692291,$45.00 ,Spanish
Palermo,"Argentine, Italian, Spanish",4.1,CBD,"401 Little Bourke Street, CBD",CBD,-37.81381592,144.9610001,$75.00 ,Spanish
Simply Spanish,"Spanish, Tapas",4,CBD,"St James Place, Shop 10, 555 Bourke Street, CBD, Melbourne",CBD,-37.81651305,144.9581663,$32.50 ,Spanish
Simply Spanish,"Spanish, Tapas",3.9,Queen Victoria Markets,"Queen Victoria Market, Elizabeth Street Shops, Queen Street, CBD, Melbourne",Queen Victoria Markets,-37.80689533,144.9596127,$40.00 ,Spanish
Teatro,"Spanish, Tapas, Mediterranean",3.9,Southbank,"Southbank Promenade, Hamer Hall, 100 St Kilda Road, Southbank, Melbourne",Southbank,-37.81981976,144.9676137,$45.00 ,Spanish
El Rincon,"Spanish, Bar Food, Cafe Food",3.9,Queen Victoria Markets,"Queen Victoria Market, 69 Elizabeth Street, CBD, Melbourne",Queen Victoria Markets,-37.80631865,144.9590883,$35.00 ,Spanish
Bar Nacional,"Spanish, Coffee and Tea, Cafe Food",3.9,Collins Square,"Collins Square, Tower 1, 727 Collins Street, Docklands, Melbourne",Collins Square,-37.82072713,144.9502729,$50.00 ,Spanish
Henry Sugar,"Spanish, Modern European",4,Carlton North,"298 Rathdowne Street, Carlton North, Melbourne",Carlton North,-37.79161352,144.9716897,$60.00 ,Spanish
Chocolateria San Churro,"Beverages, Coffee and Tea, Desserts, Spanish",3.7,Carlton,"175 Lygon Street, Carlton, Melbourne",Carlton,-37.801602,144.9666207,$25.00 ,Spanish
Bar Tini,"Spanish, Tapas",3.4,CBD,"3-5 Hosier Lane, CBD, Melbourne",CBD,-37.81647279,144.9690883,$40.00 ,Spanish
South Press Winehouse,"European, Italian, Spanish",3.6,South Yarra,"27 Toorak Road, South Yarra, Melbourne",South Yarra,-37.83836428,144.9873793,$35.00 ,Spanish
Chocolateria San Churro,"Beverages, Coffee and Tea, Desserts, Spanish",3.5,"The District, Docklands","The District, CW G08, 9 Star Circus, Waterfront City, Docklands, Melbourne","The District, Docklands",-37.81223013,144.9370694,$25.00 ,Spanish
Cinema Nova Bar,"Spanish, Tapas",3.7,Carlton,"380 Lygon Street, Carlton, Melbourne",Carlton,-37.79785734,144.967779,$40.00 ,Spanish
Bakemono Bakers,"Coffee and Tea, Bakery",3.9,CBD,"Corner of Drewery Lane and Drewery Alley, CBD, Melbourne",CBD,-37.810921,144.963922,$0.00 ,Spanish
Churros Spanish Donuts,Desserts,4,Queen Victoria Markets,"Queen Victoria Market, E Shed, Queen Street, CBD, Melbourne",Queen Victoria Markets,-37.80694724,144.9563414,$5.00 ,Spanish
Botica,"Coffee and Tea, Cafe Food",3.6,Emporium Melbourne,"Emporium Melbourne, Lower Ground, 287 Lonsdale Street, CBD, Melbourne",Emporium Melbourne,-37.81272889,144.964086,$20.00 ,Spanish
Spanish Doughnuts,"Desserts, Fast Food",3.2,Southern Cross Station,"Southern Cross Station, Level 1, 99 Spencer Street, Docklands, Melbourne",Southern Cross Station,-37.81908851,144.9527707,$10.00 ,Spanish
Aperitivo Bar Ristorante,"Italian, Bar Food",3.4,Carlton,"275 Lygon Street, Carlton, VIC",Carlton,-37.79907679,144.9670625,$40.00 ,Spanish
Tipo 00,Italian,4.9,CBD,"361 Little Bourke Street, CBD, Melbourne",CBD,-37.81352774,144.9619734,$75.00 ,Italian
+39 Pizzeria,"Pizza, Italian",4.6,CBD,"362 Little Bourke Street, CBD, Melbourne",CBD,-37.81349066,144.961845,$50.00 ,Italian
Osteria Ilaria,Italian,4.5,CBD,"367 Little Bourke Street, CBD, Melbourne",CBD,-37.81356615,144.9618923,$70.00 ,Italian
Maccaroni Trattoria Italiana,Italian,4.4,CBD,"10-12, Manchester Lane, CBD, Melbourne",CBD,-37.81600716,144.9659581,$45.00 ,Italian
Il Solito Posto,Italian,4.6,CBD,"Basement, 113 Collins Street, CBD, Melbourne",CBD,-37.81492069,144.9702775,$55.00 ,Italian
Pellegrini's Espresso Bar,Italian,4.3,CBD,"66 Bourke Street, CBD, Melbourne",CBD,-37.81181904,144.9712444,$30.00 ,Italian
Il Bacaro Cucina e Bar,Italian,4.7,CBD,"168-170 Little Collins Street, CBD, Melbourne",CBD,-37.81391896,144.9680127,$100.00 ,Italian
Vapiano,"Italian, Pizza",3.9,CBD,"334 Flinders Lane, CBD, Melbourne",CBD,-37.81758679,144.9629316,$30.00 ,Italian
Ombra Salumi Bar,"Italian, Pizza",4.5,CBD,"76 Bourke Street, CBD, Melbourne",CBD,-37.81189876,144.9710326,$60.00 ,Italian
European,"European, Italian",4.5,CBD,"Ground Floor, 161 Spring Street, CBD, Melbourne",CBD,-37.81089567,144.9727213,$60.00 ,Italian
Lupino,Italian,4.5,CBD,"41 Little Collins Street, CBD, Melbourne",CBD,-37.81273577,144.9723572,$70.00 ,Italian
Cecconi's Flinders Lane Restaurant,"European, Italian",4.4,CBD,"61 Flinders Lane, CBD, Melbourne",CBD,-37.81493022,144.9725923,$65.00 ,Italian
Pepe's Italian & Liquor,"European, Italian, Pizza",4.2,Trunk,"275 Exhibition Street, CBD, Melbourne",Trunk,-37.80940278,144.9690668,$65.00 ,Italian
Lello Pasta Bar,Italian,4.3,CBD,"150 Flinders Lane, CBD, Melbourne",CBD,-37.81575634,144.969328,$60.00 ,Italian
Gradi Crown,"Italian, Pizza",4.1,"Crown Melbourne, Southbank","Crown Melbourne, Ground Level, 8 Whiteman Street, Southbank, Melbourne","Crown Melbourne, Southbank",-37.82303284,144.9584594,$75.00 ,Italian
La Camera Southgate,"Italian, Pizza",4.2,"Southgate, Southbank","Southgate, Middle Level, 3 Southgate Avenue, Southbank, Melbourne","Southgate, Southbank",-37.82008408,144.9666981,$47.50 ,Italian
Massi,Italian,4.1,CBD,"445 Little Collins Street, CBD, Melbourne",CBD,-37.81638433,144.9599192,$50.00 ,Italian
Pentolina,"Italian, Australian",4.1,CBD,"Shop 2, 377 Little Collins Street, CBD, Melbourne, Melbourne",CBD,-37.81586997,144.9623995,$70.00 ,Italian
The Mess Hall,Italian,4.2,CBD,"51 Bourke Street, CBD, Melbourne",CBD,-37.81180553,144.9717326,$42.50 ,Italian
Grossi - Cellar Bar,Italian,4.2,CBD,"80 Bourke Street, CBD, Melbourne",CBD,-37.81190194,144.9709524,$45.00 ,Italian
Tutto Bene,Italian,4.1,"Southgate, Southbank","Southgate, Middle Level, 3 Southgate Avenue, Southbank, Melbourne","Southgate, Southbank",-37.82031662,144.9660379,$50.00 ,Italian
